id,name,table_bookings,online_ordering,location,rating,votes,phone,restaurant_type,restaurant_operation,popular_dishes,cuisines_offered,primary_cuisine,
51114,Shanmukha,Yes,No,Chinatown,3.9 /5,770," 8028452727
 8639938223",Casual Dining,Dine-out,7,4,Italian,
29409,Vegetarea,Yes,No,Lower Manhattan,3.8 /5,40,080 43334333,Takeaway,Delivery,1,1,Mexican,
20333,Kababish Restaurant,Yes,No,Lower Manhattan,3.6/5,15," 8050732123, 00 805074123",,Delivery,1,3,American,
8197,NYS Kitchen,No,No,Chinatown,,0," 9620097933,  7975558436",Quick Bites,Dine-out,1,2,American,
1028,Birinz,Yes,No,Lower Manhattan,4.1/5,292," 8197022223,  9141111222",Casual Dining,Delivery,7,5,Italian,
21609,Sri Krishna Johnson,No,No,Lower Manhattan,3.5 /5,12,,Quick Bites,Dine-out,1,3,Mexican,
41284,Ustaad Burger,Yes,No,Staten and Ellis Islands,,0," 9108491097
 8043705352",Delivery,Delivery,1,1,Italian,
32631,Perk Bytes,Yes,No,East Village,4.1 /5,134,"080 42023320,  9902913320",,Delivery,4,1,American,
35556,Brew Meister,Yes,Yes,Chelsea,4.1 /5,983,080 49652498,Microbrewery,Delivery,7,5,American,
10715,Sri Krishna Johnson,No,No,Lower Manhattan,3.6/5,11,,Quick Bites,Dine-out,1,3,Mexican,
36024,Big Wong XL,No,Yes,Tribeca,4.5 /5,688,9902667866,Casual Dining,Delivery,7,4,Chinese,
21691,Padosi Apke Apne,No,No,Midtown,,0," 8277759447,  8041204747",Quick Bites,Dine-out,1,3,Mexican,
44804,Dal Pizza Sabji,Yes,No,Greenwich,4.1 /5,86,9945531454,Quick Bites,Delivery,2,1,American,
19682,Rustic Stove,Yes,No,Chelsea,3.8/5,579,"080 26547755,  9686372742",Casual Dining,Delivery,7,4,American,
31844,Venessa,No,No,Lower Manhattan,NEW,0,8049750002,Casual Dining,Dine-out,1,4,American,
10544,Namaste,No,No,Lower Manhattan,NEW,0,7795680954,Quick Bites,Dine-out,1,1,Mexican,
22812,Desi Cream Junction,Yes,Yes,Chelsea,3.7/5,36," 9342943356,  9880988500",Casual Dining,Delivery,1,4,Chinese,
42803,Kombo King,No,No,Greenwich,,0," 9916533331
 9916533332",Delivery,Delivery,1,2,American,
40644,Dil Punjabi,Yes,No,Staten and Ellis Islands,2.6 /5,159,9886001722,Quick Bites,Delivery,1,1,American,
28957,Azimmo Treat,Yes,No,East Village,3.8 /5,43,8861752567,Casual Dining,Dine-out,,2,American,
10924,Beer Adda,Yes,Yes,Tribeca,4.2/5,541,080 45128825,Casual Dining,Dine-out,7,3,American,
10608,Indori Chatorey,Yes,No,Lower Manhattan,2.8/5,138,8050765508,Quick Bites,Dine-out,6,2,American,
6961,Paradise,Yes,Yes,Chinatown,3.9/5,1644," 9513477576,  9886225506",Casual Dining,Delivery,7,3,Italian,
7485,Punjabi by Nature 2.0,Yes,No,Chinatown,4.2/5,416,"080 61224788, 00 07022638801",Casual Dining,Delivery,7,1,American,
33131,TheRiceBowl.In,Yes,No,Lower Manhattan,3.4 /5,19,8618839928,Takeaway,Delivery,1,2,Italian,
21859,Al-Bek,Yes,No,Midtown,3.6/5,209,080 43334321,Takeaway,Delivery,2,6,Italian,
15792,SSignature,No,No,East Village,,0,"080 25507575, 080 25506676",Casual Dining,Buffet,1,3,American,
27881,SS Hot Dhum Briyani Point,No,No,Lower Manhattan,,0," 7892293634,  8553137892",Quick Bites,Delivery,1,3,American,
35315,Kitchen24,Yes,No,Lower Manhattan,3.4 /5,15,7337830757,Takeaway,Delivery,1,6,Italian,
50794,Vikky's Rasoi,No,No,Chinatown,,0,9449658120,Takeaway,Delivery,1,1,American,
51570,Dharani Andhra Style Hotel,No,No,Chinatown,,0,8105108190,Quick Bites,Dine-out,1,1,Mexican,
51054,Uno Chicago Bar & Grill,No,Yes,Chinatown,4.2 /5,156," 9667540036
 7042349751",Bar,Dine-out,7,2,American,
41184,Golden Rice,Yes,No,Staten and Ellis Islands,4.2 /5,176,080 25401352,Casual Dining,Delivery,7,4,American,
20747,What the Food,No,No,Lower Manhattan,3.6/5,38," 9739019190,  9845040679",Quick Bites,Delivery,1,3,American,
41877,Traffic Restaurant,No,No,Staten and Ellis Islands,,0,9886389441,Quick Bites,Dine-out,1,1,Mexican,
22023,Rustic Stove,Yes,No,Chelsea,3.8/5,578,"080 26547755,  9686372742",Casual Dining,Delivery,7,4,American,
36207,Ronnie's Kitchen,No,No,Tribeca,3.1 /5,12," 9986627088
 8147932242",Quick Bites,Delivery,1,1,Chinese,
51202,Keys Cafe - Keys Hotel,No,No,Chinatown,2.8 /5,161,"080 39451000
 8884038484",Casual Dining,Dine-out,,3,Chinese,
41837,Swad-Deshi Restaurant,Yes,No,Staten and Ellis Islands,3.5 /5,13,8095033335,Quick Bites,Dine-out,1,2,Mexican,
7337,Cafe Petu,Yes,No,Staten and Ellis Islands,3.8/5,373," 8792800195,  7019720382",Quick Bites,Delivery,7,2,American,
19407,The Onyx - The HHI Select Bengaluru,No,No,Midtown,3.3/5,177," 9742281239,  8884404894",Casual Dining,Buffet,7,3,American,
31961,Deepam Tiffins,No,No,Lower Manhattan,,0," 7003050054,  9748122867",Quick Bites,Dine-out,1,3,Mexican,
16161,Thali15,No,No,East Village,,0," 9008064134,  8280327048",Delivery,Delivery,1,1,American,
20194,SSV Upahar,Yes,No,Chelsea,,0,7022622678,Quick Bites,Delivery,1,2,Mexican,
20423,The Little Kitchen,No,No,Chelsea,3.8/5,27,7026222245,Quick Bites,Delivery,1,2,Chinese,
18264,Best Burger,No,No,Greenwich,,0,6362951075,Quick Bites,Delivery,1,2,Italian,
40834,FIFA Cafe,No,No,Staten and Ellis Islands,3.2 /5,4,8867818803,Cafe,Delivery,1,3,Snacks,
19353,Jimi's Beer Cafe,No,Yes,Greenwich,3.9/5,815," 8892607344, 080 25203879",Bar,Pubs and bars,7,3,American,
2859,David's Kitchen,Yes,No,Lower Manhattan,3.5/5,12," 9035721005,  8880550888",Quick Bites,Delivery,1,3,American,
32183,Cafe Medley,Yes,No,Tribeca,4.2 /5,1065," 8041160865,  9845141475",Cafe,Cafes,7,3,Snacks,
17353,Village Kitchen,Yes,No,East Village,,0,7022704592,Quick Bites,Dine-out,1,3,Mexican,
21670,Krishna Food & Chats,No,No,Midtown,,0," 9986113300,  9886823636",Quick Bites,Dine-out,1,3,American,
18663,Rajdhani Thali Restaurant,Yes,Yes,Greenwich,4.0/5,1129,"080 25212517, 080 25212518",Casual Dining,Dine-out,,1,American,
21780,D View Cafe,Yes,No,Midtown,4.0/5,510,9538943596,Cafe,Cafes,7,4,Snacks,
34724,The Black Pearl,No,Yes,Tribeca,4.7 /5,10541,080 49652452,Casual Dining,Buffet,7,3,American,
50864,Burger Bar,Yes,No,Chinatown,,0,9916058845,Delivery,Delivery,1,1,Italian,
50772,Burger Treats,No,No,Chinatown,3.1 /5,11,9845279079,Delivery,Delivery,1,1,Italian,
12321,Ideal Kitchen,Yes,No,Greenwich,3.5/5,26," 9164863549,  8073560905",Quick Bites,Delivery,1,4,American,
17051,Rajesh Restaurant,Yes,Yes,East Village,3.5/5,59," 8095457454,  7090207707",Casual Dining,Dine-out,2,4,American,
8319,Cafe 221B,Yes,Yes,Lower Manhattan,3.7/5,49," 7899022907,  9895765188",Cafe,Cafes,,2,Snacks,
17596,The Mad Teapot,No,Yes,Greenwich,4.1/5,287,080 40931683,Cafe,Cafes,7,1,Snacks,
874,Melt - Eden Park,Yes,Yes,Midtown,4.0/5,347,9606487102,,Buffet,7,5,American,
15807,Still Sipping,Yes,Yes,East Village,NEW,0,080 49653518,Cafe,Cafes,1,3,Snacks,
324,Anand Donne Biriyani,Yes,No,Chelsea,3.6/5,45,8892398288,Quick Bites,Delivery,1,1,Italian,
42360,Chetty's Coffee,Yes,No,Greenwich,3.9 /5,44,7022324118,Quick Bites,Delivery,3,1,Mexican,
17038,House Stark Cafe,Yes,No,East Village,3.9/5,44,9538735364,,Dine-out,1,4,Snacks,
32130,Urban Spoon Buffet Restaurant,No,Yes,Tribeca,3.5 /5,32," 9900178610,  9900178608",Casual Dining,Buffet,1,2,American,
8832,Nandhanus Rasoi,Yes,No,Chelsea,3.4/5,9,9632490428,Quick Bites,Delivery,,3,Chinese,
17598,Lahe Lahe Santhe,No,No,Greenwich,3.7/5,17,9886294444,Cafe,Cafes,1,2,Snacks,
10597,Khaja Point,No,No,Lower Manhattan,NEW,0,9886804017,Quick Bites,Dine-out,1,3,American,
2509,Fabcafe,No,Yes,Chelsea,NEW,0,8050403072,Cafe,Cafes,1,2,Snacks,
21398,Marenahalli Donne Biriyani,Yes,No,Midtown,4.0 /5,263,9740682049,Quick Bites,Dine-out,1,2,Italian,
23847,The Lounge - Eden Park Restaurants,No,Yes,Chelsea,3.8/5,151,8880845845,Lounge,Drinks & nightlife,5,2,American,
41866,Curry Box,No,No,Staten and Ellis Islands,,0,9945398372,Quick Bites,Dine-out,1,1,American,
31991,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4 /5,346," 8660457440,  8025505542",Casual Dining,Drinks & nightlife,7,6,Chinese,
19544,Vegetarea,Yes,No,Lower Manhattan,3.9/5,38,080 43334333,Takeaway,Delivery,1,1,Mexican,
6849,American Aroma Cafe,Yes,No,Chinatown,2.8/5,83,7204930881,Quick Bites,Delivery,1,2,American,
23413,Biriyani Expess,No,No,Midtown,,0," 9972882747,  9535096664",Quick Bites,Dine-out,1,1,Italian,
14721,Imperial Restaurant,Yes,No,Greenwich,3.9/5,239,"080 69994888, 080 25254888",Casual Dining,Delivery,7,5,American,
7251,99 Udupi Veg,No,No,Staten and Ellis Islands,,0," 9513367801,  9513367802",Quick Bites,Delivery,1,2,Mexican,
30786,Chai Makhan,No,No,Lower Manhattan,,0,7022287907,Quick Bites,Delivery,1,3,American,
26879,Soup'ermanz Kitchen,Yes,No,East Village,4.1/5,441," 7795076877,  7259725921",Cafe,Delivery,,3,Snacks,
8059,Paprica,Yes,No,Staten and Ellis Islands,2.6/5,118," 9379978822, 080 30208899",Casual Dining,Dine-out,5,2,American,
32533,Fujian Express,Yes,No,East Village,3.2 /5,16,080 43334321,Quick Bites,Delivery,1,4,Chinese,
44724,Perk - Estd 1986 Delhi,Yes,Yes,Greenwich,4.4 /5,1522,"080 48536713
 8884498122",Casual Dining,Buffet,7,3,American,
29361,Capsicum Family Restaurant,Yes,No,Lower Manhattan,3.8 /5,256,080 49652486,Casual Dining,Delivery,1,2,Italian,
36021,Om Made Cafe,No,No,Tribeca,4.1 /5,2737,"080 43024010
080 25533369",,Delivery,7,4,Snacks,
31968,Ammus Hot N Cool,Yes,No,Lower Manhattan,3.4 /5,84,7829389148,Quick Bites,Dine-out,1,5,American,
31774,Healthy Parathawala,Yes,No,Lower Manhattan,,0,8095555240,Quick Bites,Dine-out,1,1,American,
20698,Jaganath Restaurant And Hotel,No,No,Midtown,3.2/5,8," 8197357084,  8748968277",Quick Bites,Delivery,1,1,American,
22527,Mainland China,Yes,Yes,Chelsea,4.3/5,885,"080 26532525, 080 33278277",Casual Dining,Delivery,7,2,,
23188,Melt - Eden Park,Yes,Yes,Midtown,4.0/5,347,9606487102,Casual Dining,Dine-out,7,5,American,
16714,Pavan Tiffin Center,Yes,No,East Village,3.3/5,8,9449346123,Quick Bites,Delivery,1,1,Mexican,
41166,Ram Bhog,No,No,Staten and Ellis Islands,3.8 /5,24," 9902077285
 8867732697",Quick Bites,Delivery,1,2,Chinese,
32807,Vintage Shack,Yes,Yes,East Village,3.9 /5,163,080 49652190,Casual Dining,Delivery,7,2,American,
26953,Fresh Pressery Cafe,Yes,No,Tribeca,4.1/5,138,080 41724989,Cafe,Delivery,7,5,Snacks,
11233,5th Main Cafe,No,No,East Village,3.5 /5,15,9886335005,Cafe,Dine-out,1,2,Snacks,
37379,Shater Grill House,No,No,Lower Manhattan,3.5 /5,8," 9108964477
 8048659369",Casual Dining,Dine-out,1,3,American,
2995,Jalpaan,Yes,Yes,Chelsea,4.0/5,866,"080 26761992,  9591996826",Casual Dining,Delivery,7,2,American,
8330,Truffles,No,No,Tribeca,4.7/5,14654,080 49652818,Cafe,Cafes,7,4,Snacks,
8747,Omleterian,Yes,No,Midtown,,0,7005889963,Delivery,Delivery,1,2,American,
21715,Sri Krishna Johnson,No,No,Midtown,3.1 /5,,080 26660720,Quick Bites,Dine-out,3,4,Mexican,
41575,MealBox Inc.,Yes,No,Staten and Ellis Islands,3.9 /5,36,9886387402,Casual Dining,Dine-out,6,1,American,
28100,HungerLoft,Yes,No,Lower Manhattan,2.5/5,109,9597450021,Casual Dining,Delivery,1,3,American,
32838,Chatter Platter,Yes,No,Lower Manhattan,3.4 /5,30,8150994830,Quick Bites,Delivery,1,4,American,
28010,Snaiksa Foods,No,No,East Village,,0,7022808434,Quick Bites,,1,2,American,
31884,Borah's Kitchen,Yes,No,Lower Manhattan,3.3 /5,12,9844900364,Quick Bites,Dine-out,1,2,American,
23190,Mandi,Yes,Yes,Midtown,3.8/5,561,"080 26581432,  9880493432",Casual Dining,Dine-out,7,1,American,
9725,Kallummakkaya,Yes,No,Lower Manhattan,NEW,0,9605141138,Quick Bites,Delivery,1,2,Mexican,
27582,Naati Manae,Yes,Yes,Tribeca,3.9/5,484,"080 41116661, 080 41136661",Casual Dining,Delivery,7,4,American,
22789,Spicy World,Yes,No,Midtown,3.4/5,7,9008485177,Takeaway,Delivery,1,1,American,
37414,RGS Ambur briyani,No,No,Lower Manhattan,,0,8095566413,Quick Bites,Dine-out,1,2,Italian,
21087,Punjabi Raswada,Yes,Yes,Chelsea,3.6 /5,432," 9740105551, 080 49784222",Casual Dining,Dine-out,7,1,American,
17330,Ande Ka Funda,No,No,East Village,3.3/5,5,9035898378,Quick Bites,Dine-out,1,3,American,
34944,A2B - Adyar Ananda Bhavan,Yes,No,Lower Manhattan,4.2 /5,40,080 43334321,Takeaway,Delivery,1,3,Mexican,
21931,New Mahesh Friends Food Corner,Yes,No,Lower Manhattan,3.2/5,49," 9902419754,  9972913805",Quick Bites,Delivery,,2,American,
51605,Bong Connections,No,No,Chinatown,NEW,0,7209035062,Quick Bites,Dine-out,,2,Chinese,
45866,The Ants Cafe & Store,Yes,Yes,Greenwich,3.9 /5,1387," 7204701157
080 41715639",Cafe,Dine-out,7,3,Snacks,
23675,New Udupi Upahar,Yes,No,Chelsea,3.5/5,23,"080 26653377,  9481801313",Quick Bites,Dine-out,1,2,Mexican,
8916,Golden Restaurant,Yes,Yes,East Village,3.4/5,409,"080 48544452,  9591444953",Casual Dining,Delivery,2,2,American,
28400,Dyu Art Cafe,No,No,Tribeca,4.5 /5,3843," 9895674244,  9611319774",Cafe,Dine-out,7,3,Snacks,
2242,Barbeque Nation,No,Yes,Midtown,4.7/5,3844,8064806060,Casual Dining,Dine-out,7,5,American,
22207,The Coastal Crew by Fujian on 24th,Yes,Yes,Midtown,4.2/5,1033,"080 26499444,  8951516623",Casual Dining,Delivery,7,5,Chinese,
36097,Healthy Parathawala,Yes,No,Lower Manhattan,,,8095555240,Quick Bites,Delivery,1,1,American,
51220,ASIA SEVEN,Yes,No,Chinatown,3.3 /5,4," 8130610064
 8700413744",Food Court,Dine-out,1,1,Chinese,
11444,"3B's - Buddies, Bar & Barbecues",No,Yes,Lower Manhattan,4.4/5,1149,8880088696,Casual Dining,Drinks & nightlife,7,4,American,
7932,Mani's Dum Burger,Yes,No,Staten and Ellis Islands,3.9/5,279,"080 43006111,  9606441695",Casual Dining,Dine-out,3,2,Italian,
16201,Tea Villa Cafe,Yes,Yes,East Village,4.2/5,859,"080 49755755,  9148255755",Cafe,Delivery,7,7,Snacks,
50711,Udupi Veg Express,No,No,Chinatown,,0,7204077555,Quick Bites,Delivery,1,3,Mexican,
3514,Bengaluru Cafe,No,No,Chelsea,4.4/5,134,,Quick Bites,Dine-out,,1,Mexican,
16263,Biriyani Zone,Yes,No,East Village,3.9/5,668," 9980000887,  9980000744",Casual Dining,Delivery,7,4,Italian,
23670,RB Food Point,Yes,No,Lower Manhattan,3.7/5,34,080 49652100,Quick Bites,Dine-out,1,2,American,
2841,New Udupi Upahar,Yes,No,Chelsea,3.5/5,23,"080 26653377,  9481801313",Quick Bites,Delivery,,2,Mexican,
10925,Hungry Hippie,No,Yes,Tribeca,4.3/5,1463,080 49653231,Cafe,Dine-out,7,4,Snacks,
27129,Caffe Pascucci,Yes,Yes,East Village,4.1/5,723,8043758922,Cafe,Delivery,7,5,Snacks,
45204,Chetty's Coffee,Yes,No,Greenwich,3.9 /5,45,7022324118,Quick Bites,Delivery,3,1,Mexican,
22372,Churchill's,Yes,Yes,Midtown,4.1/5,1405," 9035475040,  9845033470",Casual Dining,Delivery,7,2,American,
7181,Sai Foods,No,No,Staten and Ellis Islands,4.1/5,122,9008353777,Quick Bites,Delivery,7,1,American,
31170,Tella Tales,Yes,No,Tribeca,4.2 /5,414,8792110657,Cafe,Dine-out,7,3,Snacks,
34741,Hunan,No,Yes,Tribeca,4.3 /5,2254,080 25520154,Casual Dining,Buffet,7,3,Chinese,
17527,Mainland China,Yes,Yes,Greenwich,4.4/5,1507,080 49652961,Casual Dining,Buffet,7,2,Chinese,
51071,Chili's American Grill & Bar,Yes,No,Chinatown,4.6 /5,4957," 9741189934
 9331635306",Casual Dining,Dine-out,7,5,American,
50757,Sri Rajarajeswari Andhra Mess,No,No,Chinatown,,0,9060080375,Mess,Delivery,1,2,Mexican,
29002,New York Star Biriyani,No,No,Lower Manhattan,3.4 /5,7,9620871987,Quick Bites,Dine-out,1,3,Italian,
35641,Indori Chatorey,Yes,No,Lower Manhattan,2.8 /5,,8050765508,Quick Bites,Delivery,6,2,American,
42323,Meghana Foods,Yes,Yes,Greenwich,4.2 /5,1772,"080 41135050
080 41757070",Casual Dining,Delivery,7,1,American,
1096,Chulha Chauki Da Perk,Yes,No,Midtown,4.2/5,2350,"080 41204283,  7349738056",Casual Dining,Delivery,7,1,,
18970,New Ambur Hot Dum Burger,No,No,Greenwich,,0," 9886606696,  9108783730",Quick Bites,Dine-out,1,1,Italian,
23147,Barbeque Nation,No,Yes,Midtown,4.7/5,3855,8064806060,Casual Dining,Dine-out,7,5,American,
18809,The Beer Joint,No,No,Greenwich,3.4/5,77,080 25250346,Casual Dining,Dine-out,,2,American,
4162,Tandoori Club,Yes,No,East Village,NEW,0," 8296255666,  8296155666",Casual Dining,Delivery,1,3,American,
37263,Kallummakkaya,Yes,No,Lower Manhattan,,0,9605141138,,Dine-out,1,2,Mexican,
23345,Pushpa Darshini,No,No,Midtown,3.6/5,20,9482213336,Quick Bites,Dine-out,1,1,Mexican,
1324,The Kitchen,Yes,No,Midtown,NEW,0,8197678636,Casual Dining,Delivery,1,3,American,
29041,Nandhanam Restaurant,Yes,No,East Village,3.8 /5,8,8310884153,Quick Bites,Dine-out,1,2,Mexican,
21102,Hyderabad Bawarchi,No,No,Chelsea,3.9 /5,118," 8884979343,  9985900859",Casual Dining,Dine-out,6,3,American,
29179,Deepam Tiffins,No,No,Lower Manhattan,,0," 7003050054,  9748122867",Quick Bites,Dine-out,1,3,Mexican,
1823,Chawla's 2 Online.com,Yes,No,Midtown,3.5/5,5,9910009994,Delivery,Delivery,1,1,American,
2800,Ragoo's,Yes,No,Chelsea,3.9/5,233,"080 26762888, 080 26763888",Casual Dining,Delivery,7,4,Italian,
17042,Azimmo Treat,Yes,No,East Village,3.8/5,41,8861752567,Casual Dining,Dine-out,1,2,American,
51580,New Taj Darbar,No,No,Chinatown,3.1 /5,6," 9845190414
 9880357865",Quick Bites,Dine-out,1,3,Mexican,
40536,Earthen Bowl,No,No,Staten and Ellis Islands,3.9 /5,90," 7760944477
 9663313993",Cafe,Cafes,,2,Snacks,
17243,Sushi & Nachos Cafe,No,No,East Village,2.6/5,91," 7338660005,  7338460005",Quick Bites,Dine-out,4,1,Mexican,
2320,Deccan Spice,No,No,Midtown,3.5/5,65," 9902528053, 080 48651758",Casual Dining,Dine-out,3,3,American,
21129,The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,Chelsea,3.8 /5,176,"080 42777333,  8884416393",Casual Dining,Dine-out,7,2,American,
35772,New Prashanth Hotel,Yes,No,Chelsea,3.6 /5,142,"080 26530150
 8861190190",Casual Dining,Delivery,6,4,Mexican,
17711,Bathinda Dine,Yes,No,Greenwich,4.1/5,730," 8048515558,  8296600145",Casual Dining,Delivery,7,1,American,
17921,Lazy Suzy,Yes,Yes,Greenwich,4.3/5,1236,080 49652565,Cafe,Delivery,7,8,Snacks,
41715,Hyderabad Dawat,Yes,No,Staten and Ellis Islands,3.4 /5,31," 9108620017
 9108620064",Casual Dining,Dine-out,1,2,Italian,
15904,Pensiri Cafe,Yes,No,East Village,3.5/5,48,8867456453,Takeaway,Delivery,,1,American,
17696,Andal Mess,Yes,No,Greenwich,3.6/5,133,91481886353,Mess,Delivery,5,3,Italian,
31877,Basava Hotel,No,No,Lower Manhattan,,0,9986395777,Quick Bites,Dine-out,1,1,Mexican,
21283,Sattvam,No,No,Midtown,4.3 /5,362,"080 26595000,  9483275526",Casual Dining,Dine-out,7,2,American,
7315,Pindi New York,No,No,Chinatown,NEW,0,6363701507,Casual Dining,Delivery,1,4,American,
17646,Chai Days,Yes,No,Greenwich,4.4/5,105,080 49652841,Cafe,Delivery,5,4,Snacks,
29406,Golden Restaurant,Yes,Yes,East Village,3.4 /5,411,"080 48544452,  9591444953",Casual Dining,Delivery,2,2,American,
50126,The Waverly Express,No,No,Chinatown,3.5 /5,12,9108481279,Cafe,Cafes,1,1,Snacks,
790,Ragoo's,Yes,No,Chelsea,3.9/5,233,"080 26762888, 080 26763888",Casual Dining,Dine-out,7,4,Italian,
14683,Paradise,Yes,No,Greenwich,4.1/5,3248," 9513477571,  9886225506",Casual Dining,Delivery,7,3,Italian,
32510,Smally's Resto Cafe,Yes,Yes,Tribeca,4.2 /5,1705," 7406772442,  7406772332",Cafe,Delivery,7,5,Snacks,
22855,UNIK Food,No,No,Chelsea,3.3/5,4,9343219117,Quick Bites,Delivery,1,2,American,
35769,D View Cafe,Yes,No,Midtown,4.0 /5,510,9538943596,Cafe,Delivery,7,4,Snacks,
20461,Tandoor Hut,Yes,No,Tribeca,4.1/5,1003,"080 25501899, 080 25631899",Casual Dining,Delivery,,4,American,
16141,Kolapasi Take away,No,No,East Village,,0," 8197405140,  9080467565",Quick Bites,Delivery,1,2,Mexican,
10634,Udupi Gokul Cafe,No,No,Lower Manhattan,3.8/5,58,9886885678,Quick Bites,Dine-out,2,1,Mexican,
28962,New Prashanth Hotel,Yes,No,East Village,3.1 /5,53,9916511155,Casual Dining,Dine-out,1,4,Mexican,
35952,Hungry Stone,Yes,No,Tribeca,,0,9886014624,Takeaway,Delivery,1,4,American,
32687,American Paratha Factory,Yes,No,Lower Manhattan,2.9 /5,24,9108091606,Quick Bites,Delivery,1,1,American,
41782,Parrattha Ssinghh,Yes,No,Staten and Ellis Islands,4.1 /5,48,7483073451,Quick Bites,Dine-out,3,1,American,
32285,Namma Biriyani,Yes,No,Tribeca,3.7 /5,17,080 43758178,Quick Bites,Delivery,1,3,Italian,
41368,Chai Darbaar,Yes,No,Staten and Ellis Islands,3.1 /5,7,"080 43728746
 8073390411",Quick Bites,Delivery,1,3,American,
50665,NYS Kitchen,No,No,Chinatown,,0," 9620097933
 7975558436",Quick Bites,Delivery,1,2,American,
8789,Capsicum Family Restaurant,Yes,No,Lower Manhattan,3.8/5,254,080 49652641,Casual Dining,Delivery,1,2,Italian,
7383,Sanjha Chulha,Yes,Yes,Staten and Ellis Islands,4.0/5,152," 8861611114,  8861711114",Casual Dining,Delivery,7,3,American,
40828,Kinara Tiffany,No,No,Staten and Ellis Islands,,0," 9844467370
 9538919703",Quick Bites,Delivery,1,1,Mexican,
26513,Naati Manae,Yes,Yes,Tribeca,3.9/5,484,"080 41116661, 080 41136661",Casual Dining,Buffet,7,4,American,
15999,Dindigul Time Pass Restaurant,Yes,No,East Village,3.2/5,115," 7795012021,  9686612009",Casual Dining,Delivery,1,4,Mexican,
22596,Punjabi Raswada,Yes,Yes,Chelsea,3.5/5,432," 9740105551, 080 49784222",Casual Dining,Delivery,7,1,American,
30235,Healthy Parathawala,Yes,No,Lower Manhattan,,0,8095555240,Quick Bites,Delivery,1,1,American,
31951,Pakiza Dilli Darbar Restaurant,Yes,No,Lower Manhattan,3.2 /5,13,9391668083,Quick Bites,Dine-out,,1,Italian,
34732,Buff Buffet Buff,Yes,Yes,Tribeca,4.5 /5,3170,080 45128765,Casual Dining,Buffet,7,5,American,
11521,Bottle Breacher,No,Yes,Midtown,4.2/5,1194,9482512009,Casual Dining,Pubs and bars,7,2,Italian,
17123,Perk Central,No,No,East Village,3.3/5,5,8042105050,Casual Dining,Dine-out,1,1,American,
35374,Burger Magic,Yes,No,Lower Manhattan,3.5 /5,31," 9986583274
 9886766087",Quick Bites,Delivery,1,2,American,
41582,Nizam's Burger House,Yes,No,Staten and Ellis Islands,3.9 /5,772," 8123403000
 9036008357",Casual Dining,Dine-out,5,2,American,
227,Tiwari's,Yes,No,Chelsea,3.8/5,70," 9844733389,  7829398815",Quick Bites,Delivery,4,2,American,
9117,David's Kitchen,Yes,No,Lower Manhattan,3.5/5,13," 9035721005,  8880550888",Quick Bites,Delivery,1,3,American,
8043,Southern Spice,No,Yes,Chinatown,3.0/5,83," 9000701982,  9985278880",Casual Dining,Dine-out,4,1,Mexican,
18309,BabaYaga's,Yes,Yes,Greenwich,4.1/5,201,080 49652754,Bar,Delivery,7,2,American,
2960,Davangere Benna Dose Hotel,Yes,No,Chelsea,4.1/5,90,7259699320,,Delivery,3,1,Mexican,
34939,Rajdhani Thali Restaurant,Yes,Yes,Midtown,3.9 /5,891," 9886022552
080 41126111",Casual Dining,Delivery,7,1,American,
37355,Borah's Kitchen,Yes,No,Lower Manhattan,3.3 /5,12,9844900364,Quick Bites,Dine-out,1,2,American,
8656,Vindu Andhra Ruchulu,Yes,No,Chelsea,3.8/5,281,"080 22442527,  9900007666",Casual Dining,Delivery,,3,Italian,
